Id,True_Label,Prediction,Percentage_Difference
1,4174.0,7474.114,79.06357857046598
2,12584.34,306.20645,97.56676590575259
3,12312.0,5516.7207,55.19232697266894
4,0.06,344.78812,574546.8607584636
5,99357.04,96308.16,3.0686137087014607
6,23842.0,26205.5,9.913178424628805
7,2312051.0,1567660.0,32.19613235175176
8,408.0,606.23486,48.58697629442402
9,42030.33,107518.984,155.81284842398333
10,80302.0,86648.234,7.902959297402306
11,6189.0,5629.009,9.04816950941186
12,5601504.0,3225921.8,42.40972156763612
13,7536.0,10767.141,42.87606986464968
14,5907762.0,5078475.0,14.037244560630574
15,66427.24,69370.54,4.43086159006455
16,90645.48,132315.53,45.970357540166376
17,341510.08,393468.25,15.21424199250575
18,5551.75,6721.3457,21.067153656504704
19,1315.55,796.81226,39.43124504128501
20,75.27,179.65715,138.68360604298485
21,445712.58,598968.06,34.38437445494583
22,166446.75,167661.97,0.7300946098376808
23,586506.01,537111.2,8.42187831971236
24,1662.0,1954.4572,17.596699959104242
25,711369.0,836352.7,17.569459380434065
26,109748.0,112886.47,2.8597047326602762
27,41332.23,31066.46,24.83720104746345
28,149724.0,456.50266,99.69510388780068
29,7372.03,9266.25,25.694686538171986
30,5629.0,13927.653,147.42677776359034
31,275147.0,224754.89,18.314613415737767
32,454424.0,256779.58,43.49339424744292
33,150411.0,22517.504,85.02935030931913
34,458.0,318.5283,30.452338472724485
35,51273.78,19901.488,61.18583751529534
36,671.42,654.3482,2.5426401408349038
37,775622.75,989361.94,27.557106531493563
38,28017.0,13805.853,50.72330178440768
39,7301.0,37541.613,414.19823697096285
40,29.22,485.96384,1563.1205909306018
41,7615342.0,5857198.0,23.086868587123206
42,7718.0,17958.625,132.68495724280902
43,337707.0,632295.8,87.2320717367422
44,100102.0,37617.95,62.42038199161855
45,988269.0,1013946.6,2.598242482562946
46,207199.0,204753.64,1.1801984444905622
47,12251.0,1942.86,84.14121308177648
48,5637.0,75818.15,1245.0088422476495
49,198.7,93.2017,53.09426356153867
50,223118.0,75207.81,66.29235987235454
51,27976.0,36192.184,29.36868599424507
52,532495.0,688413.56,29.280756157334807
53,3974.0,3286.1487,17.308790094599267
54,213074.7,269164.78,26.324139491924658
55,8151.37,1309.3773,83.93672082930922
56,690.0,362.52435,47.46023869168931
57,272868.0,117403.73,56.974168256263106
58,4971050.62,4176544.8,15.982654990546044
59,11347.73,10325.629,9.00709739965614
60,15799.0,3307.4949,79.06516315559925
61,614541.0,901049.56,46.621553728717856
62,139.85,3580.7922,2460.4520817505363
63,69.4,285.88483,311.93779057659395
64,5315.0,1367.6342,74.2684072385054
65,46036.0,49646.3,7.842342473824833
66,24382.0,35939.062,47.39997744237552
67,2968408.39,3191860.2,7.527665692927106
68,252057.93,261056.27,3.569947442240761
69,28.58,198.30843,593.8713292628423
70,30463.88,8326.532,72.66752552018161
71,17728.0,18646.72,5.182314435497518
72,3205012.0,4021431.2,25.4732041564899
73,59099.0,44719.734,24.330810377502157
74,29015.0,36110.434,24.454363583491297
75,11616.0,136.80482,98.82227251352359
76,30675.0,33857.645,10.375369295028525
77,4265.0,2600.361,39.0302207741061
78,20474.0,5570.8467,72.79062870134072
79,2375680.0,2234827.5,5.928934031519397
80,52357.0,44479.42,15.045892860553508
81,11650.0,8060.5444,30.810777394045065
82,24.0,140.86226,486.9260787963867
83,255058.95,278846.25,9.326196943882968
84,24650.0,20383.379,17.30880768255578
85,90.0,150.23714,66.93015204535591
86,1648.32,915.94293,44.43172854003432
87,34.0,24281.127,71315.07927389706
88,7377.0,2534.0476,65.64934787282263
89,252623.0,326107.3,29.088528162518852
90,2118.93,163.38457,92.28928906284105
91,3916638.27,3306776.2,15.571058084973469
92,579388.81,402709.47,30.4940893231956
93,830.0,559.3371,32.60998829301581
94,4770.0,884.4388,81.45830646250982
95,53652.58,108435.03,102.10590292209618
96,568.0,1168.2877,105.68445769833848
97,14333.0,6422.672,55.18961923533106
98,8201.65,16905.918,106.12825429943975
99,1968.96,2345.5725,19.127484040591224
100,2884123.86,2799405.2,2.937412334295514
101,762.0,1120.8217,47.089456072629595
102,1110743.13,1292177.4,16.334491755983233
103,706070.0,808758.06,14.54360934468254
104,34288.0,35614.152,3.8676864901714887
105,1058.0,2748.3582,159.76920172938327
106,21.0,211.65294,907.8711373465401
107,218.72,307.81375,40.73415838547144
108,309673.4,200504.05,35.25306116863767
109,81.19,221.9959,173.42763318849882
110,1501146.1,1651006.5,9.983065605672884
111,64709.15,48830.01,24.53924720267536
112,3651.0,145.5989,96.01208141685284
113,143792.87,166344.61,15.683489296096534
114,431838.73,521820.84,20.836971651431085
115,418643.0,472338.9,12.826180361310232
116,120.99,685.3532,466.4544263569045
117,148.94,1444.1571,869.6234084142523
118,12.0,1453.9681,12016.40116373698
119,13990.0,18873.238,34.905205727305216
120,777510.55,788833.0,1.456243905629313
121,513710.29,325773.84,36.5841311549356
122,2144.89,818.7005,61.83018707307688
123,6293.69,3789.157,39.79434985800261
124,5756.0,4230.9893,26.49427974613447
125,8195.0,10175.4795,24.16692485890787
126,5771.56,4942.9204,14.357289707527087
127,84893.0,9494.521,88.81589591088193
128,58424.0,74160.85,26.935594212138845
129,7.0,473.48737,6664.105224609375
130,8007.0,2040.1469,74.52045896608045
131,363223.0,481118.75,32.458228140839104
132,40860.0,33120.945,18.940417737395986
133,104535.53,102942.5,1.523912491762369
134,15.0,133.23587,788.2391357421875
135,136004.0,127685.95,6.116031054233699
136,13.94,365.35266,2520.894269245427
137,38231.5,36384.637,4.8307371702653565
138,7278.0,6216.2437,14.588573064801459
139,222876.0,167279.45,24.945057733896874
140,8314.0,2482.8738,70.13623070367001
141,2863.08,3589.5432,25.37348634654376
142,1.0,131.02098,13002.098083496094
143,2783.0,5419.8574,94.7487395571326
144,24916.0,4521.9272,81.85131142200292
145,5614.0,298.43283,94.68413197701199
146,50300.67,56995.375,13.30937540195787
147,18720.99,19287.605,3.0266319716531997
148,5036.0,5784.0244,14.853542773282365
149,27514.24,25290.402,8.082497122399172
150,314.93,588.07916,86.73329393759128
151,1880921.0,1378196.1,26.72759116411588
152,845755.06,1323162.0,56.44742344195966
153,32627.0,10705.879,67.18705701949305
154,15068.0,9006.742,40.226027425670296
155,618.74,124.74688,79.83856230765156
156,118661.0,194223.17,63.67902838759154
157,5419.0,3522.8013,34.99167245744141
158,387.74,508.7269,31.203099549533025
159,45480.22,34199.266,24.804089283209272
160,684.0,113.99969,83.33337906508417
161,266279.0,211846.16,20.442034013196686
162,222.0,342.53058,54.293053429405965
163,14687506.0,6869353.0,53.229956127337076
164,3434.0,9233.984,168.89878785672684
165,1529.0,1033.5139,32.405891692895686
166,33977.0,49746.23,46.41148561894811
167,194.0,2141.445,1003.8376641027706
168,35126.0,26280.527,25.18212337371178
169,1443251.52,1683910.4,16.67476885802968
170,329803.46,362759.78,9.99271543421648
171,21608.0,5745.6294,73.40971216895942
172,507334.4,561429.94,10.662698508124025
173,5382295.92,4157443.0,22.757071298302005
174,1700.0,67.859795,96.00824737548828
175,120663.0,60514.62,49.848237575934625
176,6107.0,19742.305,223.2733696987064
177,885224.0,633092.0,28.48228245054359
178,4300.0,3063.8774,28.74703624636628
179,21762.0,4117.6445,81.07874032143185
180,23.6,134.63428,470.484226032839
181,23688.0,5467.5137,76.91863529265873
182,27724.88,26709.273,3.6631594528091767
183,1439633.02,1450827.2,0.7775752462249012
184,231467.0,263564.66,13.867055022962235
185,10321.43,8562.867,17.037976448030946
186,3202305.82,3029385.8,5.399861216253226
187,1937.54,2124.659,9.657552130375375
188,1851.0,515.77765,72.13518914501452
189,204.21,6889.493,3273.7295744882713
190,74042.53,35069.31,52.636263788190384
191,6466689.0,5961165.5,7.817346713287124
192,1363.0,241.94745,82.24890324794801
193,21.65,288.6483,1233.2484291552398
194,5559225.05,5758770.5,3.589447237794415
195,210533.0,222863.3,5.856705065239179
196,272442.0,276637.16,1.539834625351451
197,394750.0,304832.9,22.77823780873971
198,89671.0,152511.36,70.07879846884722
199,40586.0,32318.344,20.37070972749224
200,93307.0,32625.053,65.03472115235192
201,27466.0,10493.979,61.792840181952236
202,79751.06,85196.58,6.828145136879689
203,4526.0,6309.3516,39.402376546619536
204,109026.0,114696.51,5.201060125566379
205,31920.0,16955.145,46.88237928806391
206,7272.0,4086.8958,43.79956336698123
207,10496.0,10288.232,1.9794929318311738
208,2347.63,4011.9045,70.891688256481
209,172649.0,80166.734,53.56663845432061
210,208315.86,327001.16,56.97372069990255
211,21659.7,8672.925,59.958241320574615
212,10258.0,12877.055,25.531825770130627
213,47457.0,23846.957,49.75039081431612
214,102878.53,238728.27,132.04867490330588
215,44789.28,40441.87,9.70636033052998
216,600661.0,1489879.6,148.04001341855056
217,1613.0,502.4165,68.8520456350744
218,21873.0,24169.152,10.497656214282449
219,3088.0,1621.5248,47.48948250409853
220,88.0,549.38306,524.2989280007102
221,45.0,405.22748,800.5055067274305
222,772415.0,321528.1,58.37366004673653
223,13951030.15,14631224.0,4.875581535461018
224,128002.74,198584.02,55.14044123196113
225,350.0,415.18896,18.625418526785715
226,25.0,1146.684,4486.73583984375
227,27473.0,21675.066,21.104115290467004
228,26.78,367.2766,1271.458593458271
229,229425.0,308049.16,34.27009098834042
230,109544.28,215955.23,97.13967208055044
231,26005.0,25545.129,1.7683949000192272
232,166651.0,117487.81,29.500685564443057
233,21290.0,63659.223,199.00997020314702
234,0.53,80.27747,15046.693103718306
235,5083.0,4622.2607,9.064317485982688
236,327731.15,310628.78,5.218414163560596
237,3765.0,3566.3176,5.277088261537185
238,5394716.7,4492135.5,16.730835930643035
239,42496.17,6582.105,84.51129835825499
240,2112.0,4907.028,132.3403329560251
241,80452.16,250850.77,211.80115689249362
242,2600.0,2076.1777,20.147010216346153
243,1245665.75,1303183.6,4.617440513235593
244,3133.0,1846.7051,41.05633328678583
245,156.0,4451.1055,2753.272736378205
246,49646.74,49240.11,0.8190479878437092
247,24632.0,102762.89,317.1926381333225
248,72414.85,93668.195,29.3494294505892
249,12.0,190.78615,1489.8845672607422
250,525349.18,933592.94,77.70903106767958
251,1650.0,436.9255,73.51966626716383
252,355.12,1105.3345,211.2566097815527
253,24399.0,72505.2,197.16465070289766
254,2558.17,5276.206,106.24923498780379
255,1272390.89,652418.75,48.72497475991831
256,295027.0,308099.84,4.4310669023513105
257,1823.0,139.2764,92.36004400959527
258,8987.12,20663.615,129.92477272335296
259,1616.11,1108.3762,31.41703097542091
260,4971321.6,4361135.5,12.274122438588558
261,9.0,316.82733,3420.3036838107637
262,300330.0,337282.03,12.303809559484566
263,543833.0,371326.53,31.720485654603525
264,385488.0,232411.23,39.709865320061844
265,184434.0,44505.566,75.86910959679344
266,414.97,434.70535,4.755850491168783
267,1.0,212.42665,21142.665100097656
268,10306411.0,6161489.5,40.21692420377957
269,48336.2,68357.195,41.42029227059637
270,20562.0,15449.105,24.865745215689135
271,112359.0,259254.12,130.73730186277913
